"TF" "Target" "Score" "Likelihood"
"IRF1" "TAP1" "0.621934725647558" "0.0009990009990009"
"IRF1" "SERPINB9" "0.671441298533564" "0.0009990009990009"
"IRF1" "THBD" "0.737698832282077" "0.010989010989011"
"IRF1" "ADA" "0.645448352020493" "0.0749250749250749"
"IRF1" "ZDHHC18" "0.636934780202795" "0.020979020979021"
"IRF1" "LY6G6C" "0.660192718480607" "0.46953046953047"
"IRF1" "SRA1" "0.650269684970729" "0.003996003996004"
"IRF1" "MIR3128" "0.557962756697341" "0.051948051948052"
"IRF1" "TXNIP" "-0.620965741572894" "0.037962037962038"
"IRF1" "RASSF5" "0.735376948359978" "0.317682317682318"
"IRF1" "MIR3945" "0.558671270179705" "0.0009990009990009"
"IRF1" "S1PR2" "0.5601922977016" "0.0009990009990009"
"KLF13" "RPS6KA2" "0.567375552239182" "0.0099900099900099"
"KLF13" "GORASP1" "0.596834022668077" "0.0069930069930069"
"KLF13" "HPCAL1" "0.565230440163285" "0.010989010989011"
"KLF13" "CTNNBIP1" "0.61072006671511" "0.0759240759240759"
"NR2F6" "PDK2" "0.570235677054849" "0.001998001998002"
"NR2F6" "HYAL1" "0.56012422426376" "0.210789210789211"
"NR2F6" "EML2" "0.555238401328073" "0.107892107892108"
"NR2F6" "TMEM160" "0.550620805620266" "0.183816183816184"
"NR2F6" "RAB25" "0.57584621473706" "0.0059940059940059"
"NR2F6" "MED11" "0.593927363257135" "0.112887112887113"
"NR2F6" "MRPL55" "0.565017451108916" "0.002997002997003"
"NR2F6" "CDK2AP2" "0.564128748616919" "0.204795204795205"
"NR2F6" "TMEM125" "0.589865390980561" "0.013986013986014"
"NR2F6" "STARD10" "0.626452304231973" "0.138861138861139"
"NR2F6" "C1orf210" "0.655715643783348" "0.04995004995005"
"FOXJ3" "VPS13D" "0.580788393208428" "0.0959040959040959"
"FOXJ3" "CIRBP" "-0.545624176370062" "0.001998001998002"
"FOXJ3" "QKI" "0.651173186226658" "0.0919080919080919"
"FOXJ3" "ATAD2B" "0.589100603177211" "0.0059940059940059"
"FOXJ3" "ZC3H7A" "0.577188348245884" "0.0009990009990009"
"FOXJ3" "DSTN" "0.719531492031811" "0.251748251748252"
"FOXJ3" "ROCK2" "0.678551206967508" "0.003996003996004"
"FOXJ3" "VILL" "-0.644006108135251" "0.001998001998002"
"FOXJ3" "LMO7" "0.540977454700361" "0.0079920079920079"
"FOXJ3" "SCARB2" "0.535307034554705" "0.002997002997003"
"FOXJ3" "GABARAPL1" "0.690491302228369" "0.0009990009990009"
"FOXJ3" "TRIM41" "-0.603933908385571" "0.0099900099900099"
"FOXJ3" "FAM126B" "0.548611219393549" "0.001998001998002"
"FOXJ3" "DYRK1A" "0.686503138188125" "0.0009990009990009"
"FOXJ3" "PYGO2" "-0.635217028276907" "0.001998001998002"
"FOXJ3" "ARHGEF3" "0.56448052647621" "0.0079920079920079"
"FOXJ3" "RAB26" "-0.544531751433115" "0.294705294705295"
"FOXJ3" "SIN3A" "0.703921625631517" "0.048951048951049"
"FOXJ3" "PCBP1" "0.572781798435008" "0.003996003996004"
"FOXJ3" "HNRNPA3" "0.561536775231787" "0.011988011988012"
"FOXJ3" "CARNS1" "-0.560631776829535" "0.010989010989011"
"FOXJ3" "FAF1" "0.530247565257751" "0.0539460539460539"
"FOXJ3" "FSD2" "-0.547863554563566" "0.036963036963037"
"FOXJ3" "SARNP" "0.547221564204083" "0.001998001998002"
"FOXJ3" "SBDSP1" "0.669505416239554" "0.0069930069930069"
"FOXJ3" "LOC100289230" "-0.541414801788477" "0.027972027972028"
"FOXJ3" "LOC730668" "-0.608386518833631" "0.011988011988012"
"RARG" "PPP2R5C" "-0.555303251238835" "0.0009990009990009"
"RARG" "SUPT7L" "-0.547892929980138" "0.0789210789210789"
"RARG" "TRIM65" "0.587521081148837" "0.002997002997003"
"RARG" "TMEM181" "-0.621749943192297" "0.017982017982018"
"RARG" "LDB1" "0.533245362692765" "0.001998001998002"
"RARG" "MIR126" "0.561628817603049" "0.004995004995005"
"RARG" "GPRIN2" "0.565623726234816" "0.010989010989011"
"RARG" "SYT15" "0.645707060949456" "0.519480519480519"
"EGR3" "TAF8" "-0.532002300644964" "0.0059940059940059"
"ZSCAN16" "A4GALT" "-0.536840183465983" "0.0059940059940059"
"ZSCAN16" "VASN" "-0.617452624615482" "0.003996003996004"
"MEF2D" "WWC3" "0.632558857235263" "0.032967032967033"
"MEF2D" "UNC13D" "0.544639953178541" "0.013986013986014"
"MEF2D" "ZSWIM4" "0.733012373407845" "0.311688311688312"
"MEF2D" "SPATA2" "0.608373214302039" "0.001998001998002"
"MEF2D" "DUSP8" "0.765602690258946" "0.0639360639360639"
"MEF2D" "ZFP36L1" "0.691707339336371" "0.004995004995005"
"USF1" "AIP" "0.533691022870947" "0.0009990009990009"
"USF1" "SNX20" "0.537949604169643" "0.002997002997003"
"USF1" "PPP1CA" "0.650452885749393" "0.0009990009990009"
"USF1" "AGTRAP" "0.535261251068961" "0.0059940059940059"
"POU2F3" "CD44" "0.799769360620813" "0.368631368631369"
"POU2F3" "TRAF3IP2" "0.535236653681743" "0.0009990009990009"
"POU2F3" "ITGB6" "0.590600351930843" "0.022977022977023"
"POU2F3" "FBXO32" "-0.533489404284882" "0.262737262737263"
"POU2F3" "KCNJ15" "0.605746414708635" "0.0539460539460539"
"JUN" "DUSP1" "0.88377087804108" "0.585414585414585"
"JUN" "SARNP" "0.568703063501615" "0.0009990009990009"
"PAX9" "ALDH3B1" "0.632855454766257" "0.016983016983017"
"PAX9" "CIB1" "0.568175528311942" "0.110889110889111"
"TCF12" "DKK3" "0.630507615376887" "0.237762237762238"
"TCF12" "CALD1" "0.670231274535949" "0.0079920079920079"
"TCF12" "COL4A1" "0.574709916571421" "0.0099900099900099"
"KLF15" "RAPGEF3" "0.703388459804052" "0.415584415584416"
"KLF15" "ARRDC2" "0.684534265297636" "0.0759240759240759"
"KLF15" "CCND3" "0.639711634065663" "0.0739260739260739"
"KLF15" "FRS3" "0.610079570837958" "0.001998001998002"
"KLF15" "P2RY6" "-0.542149586410654" "0.025974025974026"
"KLF15" "PER1" "0.613886635267402" "0.0009990009990009"
"KLF15" "RASL10B" "0.637629554063658" "0.03996003996004"
"KLF15" "MMP28" "0.549189603888168" "0.022977022977023"
"BPTF" "SMARCA2" "0.587695930169345" "0.032967032967033"
"BPTF" "RPLP0" "-0.589288862887337" "0.0009990009990009"
"BPTF" "VPS18" "-0.586964553604469" "0.001998001998002"
"BPTF" "WDR77" "-0.544566881487637" "0.0009990009990009"
"BPTF" "ZNF593" "-0.559814224854313" "0.0009990009990009"
"BPTF" "FLAD1" "-0.569506227720988" "0.04995004995005"
"BPTF" "PFAS" "-0.555461154371088" "0.027972027972028"
"BPTF" "APRT" "-0.681596535581565" "0.0689310689310689"
"MAFK" "TNFRSF12A" "0.807641751527451" "0.002997002997003"
"MAFK" "MMP25" "0.623989152018566" "0.001998001998002"
"MAFK" "LMCD1" "0.702261901578373" "0.015984015984016"
"MAFK" "IL4R" "0.821139113694462" "0.0009990009990009"
"MAFK" "MYH9" "0.635721907224297" "0.0089910089910089"
"MAFK" "HCFC1R1" "0.654660576812596" "0.0959040959040959"
"MAFK" "NDRG1" "0.647138256229208" "0.025974025974026"
"MAFK" "NUMBL" "0.625689596732277" "0.0089910089910089"
"MAFK" "SHB" "0.74695863036811" "0.0009990009990009"
"MAFK" "HIP1R" "0.560301941936935" "0.013986013986014"
"MAFK" "ZSWIM4" "0.71215282460819" "0.103896103896104"
"MAFK" "VPS37B" "0.814361372315215" "0.002997002997003"
"MAFK" "TINAGL1" "0.590073026584534" "0.0009990009990009"
"MAFK" "PCYOX1L" "-0.544426826162205" "0.018981018981019"
"MAFK" "ANKRD9" "0.543035601007579" "0.291708291708292"
"MAFK" "IL6R" "0.682318953564337" "0.001998001998002"
"MAFK" "DAPK3" "0.7570652283653" "0.460539460539461"
"MAFK" "NXN" "0.591375832012132" "0.016983016983017"
"MAFK" "CELP" "0.564456011341214" "0.398601398601399"
"MAFK" "THBD" "0.729669200916066" "0.0079920079920079"
"MAFK" "CDC42EP4" "0.738445890058379" "0.012987012987013"
"MAFK" "DUSP8" "0.800588368379688" "0.273726273726274"
"MAFK" "FAM166A" "0.54368964704523" "0.011988011988012"
"MAFK" "MIR27A" "0.668046552089628" "0.001998001998002"
"MAFK" "SNORD83A" "0.598074986991015" "0.0099900099900099"
"MAFK" "IQCJ-SCHIP1" "0.798502038814367" "0.629370629370629"
"MAFK" "MIR4257" "0.691430804822559" "0.210789210789211"
"HBP1" "FBXO7" "0.567108496239513" "0.216783216783217"
"HBP1" "SUPT7L" "0.540936478365582" "0.0759240759240759"
"HBP1" "DSTN" "0.66170581416858" "0.016983016983017"
"HBP1" "DCTN3" "0.558785554804058" "0.0889110889110889"
"HBP1" "SCARB2" "0.543623392697369" "0.002997002997003"
"HBP1" "NDUFS5" "0.545688682813441" "0.0009990009990009"
"HBP1" "NDUFA6" "0.554370949043723" "0.001998001998002"
"HOMEZ" "ADA" "-0.537396999119392" "0.0009990009990009"
"NFIX" "BAHCC1" "0.828885421283752" "0.852147852147852"
"SOX9" "USP2" "0.635237859517815" "0.628371628371628"
"SOX9" "FAM111A" "-0.657707616028136" "0.0739260739260739"
"SOX9" "TXNIP" "-0.58925183173805" "0.0539460539460539"
"FOSL2" "ERCC1" "0.657135978171823" "0.0009990009990009"
"FOSL2" "IL4R" "0.881350033959665" "0.0549450549450549"
"FOSL2" "VPS37B" "0.847119637649646" "0.034965034965035"
"FOSL2" "DCP1B" "-0.82789585028597" "0.0089910089910089"
"FOSL2" "SYTL3" "0.761055163685219" "0.0009990009990009"
"FOSL2" "SERTAD3" "0.749309405530746" "0.0009990009990009"
"FOSL2" "MAPK1IP1L" "0.873850096793844" "0.001998001998002"
"FOSL2" "XIRP1" "0.751403101226071" "0.0069930069930069"
"FOSL2" "PDIK1L" "-0.756311703879681" "0.002997002997003"
"FOSL2" "SEMA4A" "0.802647075020267" "0.003996003996004"
"FOSL2" "BTBD19" "0.826781150604024" "0.0009990009990009"
"ELF5" "DRAM1" "0.618855875803368" "0.0059940059940059"
"ELF5" "TMOD1" "-0.594913693783456" "0.002997002997003"
"ELF5" "GPRC5C" "0.550297866679798" "0.0059940059940059"
"NR6A1" "GRAP" "-0.591602706787993" "0.0949050949050949"
"NR6A1" "SFTPB" "0.666672497385866" "0.003996003996004"
"E2F4" "BCAR1" "0.568017837181939" "0.0009990009990009"
"E2F4" "ERGIC1" "0.570541242052528" "0.0069930069930069"
"E2F4" "MAD2L1BP" "0.692616724890098" "0.0839160839160839"
"E2F4" "FPGS" "0.667110156321054" "0.001998001998002"
"E2F4" "IFITM3" "0.560759283170664" "0.0599400599400599"
"E2F4" "NAB2" "0.616575608178379" "0.0009990009990009"
"E2F4" "GPSM3" "0.648184013685785" "0.047952047952048"
"E2F4" "IFRD2" "0.645941562056408" "0.013986013986014"
"FOXO3" "PDK4" "0.792151054639847" "0.120879120879121"
"FOXO3" "NEDD4L" "0.611528761061898" "0.012987012987013"
"FOXO3" "ANKS1A" "0.762840488939917" "0.041958041958042"
"FOXO3" "RPS6KA2" "0.568722376524469" "0.01998001998002"
"FOXO3" "BMF" "-0.670253550259695" "0.001998001998002"
"FOXO3" "ZFAND5" "0.795461066419238" "0.105894105894106"
"FOXO3" "CCND3" "0.627814267396652" "0.016983016983017"
"FOXO3" "GORASP1" "0.606251907445323" "0.013986013986014"
"FOXO3" "SPOP" "0.674906018028426" "0.0059940059940059"
"FOXO3" "PALLD" "0.548231992602942" "0.001998001998002"
"FOXO3" "STARD8" "0.847030644368711" "0.164835164835165"
"FOXO3" "LAMC1" "0.638311175402482" "0.037962037962038"
"FOXO3" "LRRC8A" "0.727430949736798" "0.0009990009990009"
"FOXO3" "GFOD1" "0.729289507995139" "0.001998001998002"
"FOXO3" "EGFR" "0.638478206528235" "0.158841158841159"
"FOXO3" "IP6K3" "0.689504994186302" "0.142857142857143"
"FOXO3" "TGFBR2" "0.609609486663789" "0.0659340659340659"
"FOXO3" "DDIT4" "0.581429484485633" "0.022977022977023"
"FOXO3" "BCL2L1" "0.63967582871105" "0.002997002997003"
"FOXO3" "SH3PXD2B" "0.651721225993676" "0.01998001998002"
"FOXO3" "SLCO3A1" "0.594024028869637" "0.001998001998002"
"FOXO3" "PER1" "0.739179604293961" "0.0589410589410589"
"FOXO3" "CDC42EP4" "0.666542834292612" "0.002997002997003"
"FOXO3" "TMEM120A" "0.604996816893912" "0.0089910089910089"
"FOXO3" "NUDT16" "0.816421542831475" "0.875124875124875"
"FOXO3" "MIR1913" "0.614990829879239" "0.312687312687313"
"FOXO3" "RASL10B" "0.585271616998802" "0.015984015984016"
"RFX2" "ATP2B4" "0.618248342504159" "0.004995004995005"
"RFX2" "SIRT4" "-0.732870619970264" "0.0589410589410589"
"RFX2" "EZR" "0.767237275064097" "0.001998001998002"
"RFX2" "NUMBL" "0.56473086424758" "0.001998001998002"
"RFX2" "ANXA11" "0.687468937152167" "0.0009990009990009"
"RFX2" "STK35" "0.828154415335784" "0.764235764235764"
"RFX2" "PER2" "0.814949436394544" "0.779220779220779"
"RFX2" "RRAD" "0.787321201013276" "0.003996003996004"
"RFX2" "POFUT2" "0.638922239077336" "0.013986013986014"
"RFX2" "MIR4266" "0.582737683462047" "0.0089910089910089"
"ATF4" "ARF6" "0.717512388466085" "0.001998001998002"
"ATF4" "MCFD2" "0.599643826214999" "0.0009990009990009"
"TFE3" "PTBP1" "0.722464579684742" "0.004995004995005"
"TFE3" "MGLL" "0.563497140667989" "0.529470529470529"
"TFE3" "PEF1" "0.562878608474661" "0.0099900099900099"
"SREBF2" "ATP11A" "0.746875298422067" "0.587412587412587"
"SREBF2" "ITPR3" "0.65022896363325" "0.627372627372627"
"SREBF2" "SUSD2" "0.688895416488078" "0.721278721278721"
"SREBF2" "RABGGTA" "0.574891980920851" "0.0009990009990009"
"SREBF2" "HNRNPUL1" "0.61569853595063" "0.001998001998002"
"SREBF2" "WWC1" "0.575758325280103" "0.210789210789211"
"SREBF2" "WBP2" "0.653269208500029" "0.0069930069930069"
"SREBF2" "CCDC97" "0.659002284114821" "0.0009990009990009"
"SREBF2" "PDXK" "0.680894080200156" "0.475524475524476"
"SREBF2" "SFTPB" "0.670673808610558" "0.0059940059940059"
"SREBF2" "PRPF8" "0.684579647403833" "0.0069930069930069"
"SREBF2" "TP53I11" "0.671593283245083" "0.225774225774226"
"SREBF2" "SLC35A4" "0.594837848969792" "0.013986013986014"
"SREBF2" "ABCB8" "0.567565344281747" "0.011988011988012"
"SREBF2" "PAM16" "0.603630876246203" "0.023976023976024"
"SREBF2" "SCAMP4" "0.68406198009245" "0.004995004995005"
"SPI1" "FGR" "0.780021622787863" "0.300699300699301"
"SPI1" "NADK" "0.653784424577274" "0.021978021978022"
"SPI1" "MPND" "0.772990922979179" "0.0799200799200799"
"SPI1" "TYROBP" "0.785076733696136" "0.001998001998002"
"SPI1" "MVP" "0.657812451247059" "0.003996003996004"
"SPI1" "ANGEL1" "0.537960290242581" "0.0089910089910089"
"SPI1" "RNH1" "0.71663556568215" "0.128871128871129"
"SPI1" "CYBA" "0.74491622187404" "0.002997002997003"
"SPI1" "TBXAS1" "0.668257813603935" "0.0089910089910089"
"SPI1" "ATP11A" "0.657115177273366" "0.028971028971029"
"SPI1" "TTC7A" "0.688935405130748" "0.12987012987013"
"SPI1" "ARHGEF10L" "0.708256867490776" "0.0059940059940059"
"SPI1" "HSD17B14" "0.65727367697323" "0.0059940059940059"
"SPI1" "FTL" "0.725876369075847" "0.012987012987013"
"SPI1" "BAX" "0.759758657404376" "0.103896103896104"
"SPI1" "SLC22A17" "-0.558530427929656" "0.011988011988012"
"SPI1" "PALMD" "-0.563385434868109" "0.012987012987013"
"SPI1" "MYO9B" "0.848835883520602" "0.020979020979021"
"SPI1" "GGA1" "0.703200167503667" "0.0569430569430569"
"SPI1" "CYB5R3" "0.533270285679789" "0.0849150849150849"
"SPI1" "RIN3" "0.55321772219749" "0.0009990009990009"
"SPI1" "ITPK1" "0.841740101982792" "0.997002997002997"
"SPI1" "RABGGTA" "0.72186515275612" "0.421578421578422"
"SPI1" "TPD52L2" "0.658154101578661" "0.012987012987013"
"SPI1" "RENBP" "0.79049644822732" "0.148851148851149"
"SPI1" "PLA2G15" "0.812601330858991" "0.221778221778222"
"SPI1" "BCKDK" "0.719334765904093" "0.118881118881119"
"SPI1" "VPS18" "0.683579583489073" "0.0799200799200799"
"SPI1" "NUCB1" "0.740984501964663" "0.592407592407592"
"SPI1" "DHDH" "0.618085973057217" "0.128871128871129"
"SPI1" "HNRNPUL1" "0.627216238574352" "0.0079920079920079"
"SPI1" "TGFB1" "0.745574410092039" "0.021978021978022"
"SPI1" "PLIN3" "0.687871455257202" "0.024975024975025"
"SPI1" "MRPL4" "0.618414824070151" "0.0009990009990009"
"SPI1" "GSK3A" "0.564460520309999" "0.0079920079920079"
"SPI1" "RAPGEF1" "0.716563732466408" "0.0059940059940059"
"SPI1" "SYNGR2" "0.70151223043146" "0.010989010989011"
"SPI1" "SLC16A6" "0.716986518414297" "0.002997002997003"
"SPI1" "UNC93B1" "0.629005380176843" "0.132867132867133"
"SPI1" "TCIRG1" "0.804126454574915" "0.977022977022977"
"SPI1" "CORO1C" "0.74700394428225" "0.0009990009990009"
"SPI1" "PTPN6" "0.864412379249233" "0.942057942057942"
"SPI1" "RPS6KA1" "0.860432759600949" "0.991008991008991"
"SPI1" "MAPKAP1" "0.650323208476396" "0.001998001998002"
"SPI1" "PTK2B" "0.627408700396529" "0.004995004995005"
"SPI1" "GLIPR2" "0.687456326071869" "0.13986013986014"
"SPI1" "MIF4GD" "0.654422643593668" "0.027972027972028"
"SPI1" "OPA3" "0.532657385986252" "0.001998001998002"
"SPI1" "VASP" "0.762405476399136" "0.628371628371628"
"SPI1" "NCLN" "0.771340622674643" "0.859140859140859"
"SPI1" "TNFRSF19" "-0.543408432211013" "0.0009990009990009"
"SPI1" "POR" "0.72677381879976" "0.222777222777223"
"SPI1" "RAC2" "0.716528236049099" "0.303696303696304"
"SPI1" "RIPK3" "0.680806984758493" "0.047952047952048"
"SPI1" "TOMM40" "0.702792509569162" "0.051948051948052"
"SPI1" "LSP1" "0.623010435436574" "0.026973026973027"
"SPI1" "TNNI2" "0.563635410632999" "0.016983016983017"
"SPI1" "HAUS8" "0.535950755073704" "0.0879120879120879"
"SPI1" "SLC6A6" "0.843777134294363" "0.998001998001998"
"SPI1" "MGAT1" "0.830656894941307" "0.338661338661339"
"SPI1" "LGALS3" "0.786656318419079" "0.460539460539461"
"SPI1" "EMILIN2" "0.785155338465603" "0.031968031968032"
"SPI1" "WBP2" "0.719048356463503" "0.136863136863137"
"SPI1" "PRAM1" "0.820810270440109" "0.992007992007992"
"SPI1" "TMEM127" "0.882637856056837" "1"
"SPI1" "DBNL" "0.738939293024344" "0.688311688311688"
"SPI1" "MYO1G" "0.725270697197916" "0.302697302697303"
"SPI1" "FPGS" "0.739048131421838" "0.355644355644356"
"SPI1" "SLCO2B1" "0.691642398584267" "0.002997002997003"
"SPI1" "PLCB2" "0.793449220294135" "0.881118881118881"
"SPI1" "CYP1B1" "0.609520449597944" "0.0009990009990009"
"SPI1" "MYOCD" "-0.593005432492702" "0.0009990009990009"
"SPI1" "G6PC3" "0.626124176322491" "0.021978021978022"
"SPI1" "ARRB2" "0.90314084953467" "0.998001998001998"
"SPI1" "ZMYND15" "0.857665649773666" "1"
"SPI1" "TMC6" "0.81122749323082" "0.87012987012987"
"SPI1" "MYO1F" "0.751202240048264" "0.736263736263736"
"SPI1" "C1orf162" "0.714418727888457" "0.0079920079920079"
"SPI1" "ARL8A" "0.660556423962803" "0.013986013986014"
"SPI1" "PIK3R1" "-0.548129064641673" "0.0009990009990009"
"SPI1" "PTGES2" "0.57838237510529" "0.0649350649350649"
"SPI1" "DNAJB12" "0.68857944124114" "0.003996003996004"
"SPI1" "GSTO1" "0.735605596180736" "0.031968031968032"
"SPI1" "PTPRJ" "0.535472229905861" "0.001998001998002"
"SPI1" "DIXDC1" "-0.696852139181306" "0.0009990009990009"
"SPI1" "AKAP6" "-0.565665929610833" "0.002997002997003"
"SPI1" "LPCAT1" "0.615925831888106" "0.014985014985015"
"SPI1" "OXA1L" "0.664330793889331" "0.111888111888112"
"SPI1" "SLC7A7" "0.790165879835626" "0.202797202797203"
"SPI1" "TDRD9" "0.58055182863103" "0.020979020979021"
"SPI1" "MRAS" "0.566770662650173" "0.0009990009990009"
"SPI1" "HK2" "0.770303435499899" "0.257742257742258"
"SPI1" "ITGB2" "0.65821869548248" "0.002997002997003"
"SPI1" "DEDD2" "0.739142876779269" "0.611388611388611"
"SPI1" "SQSTM1" "0.647428462856223" "0.0069930069930069"
"SPI1" "CXCL16" "0.890661217504111" "0.992007992007992"
"SPI1" "PRKCD" "0.655409214273294" "0.0069930069930069"
"SPI1" "MYOZ3" "-0.598043525276655" "0.001998001998002"
"SPI1" "BRI3" "0.643747816214339" "0.0009990009990009"
"SPI1" "CACNB2" "-0.659958214944019" "0.217782217782218"
"SPI1" "RAB4B" "0.569450271966214" "0.0089910089910089"
"SPI1" "SERINC2" "0.567144986779547" "0.271728271728272"
"SPI1" "ABHD15" "0.600370619434419" "0.031968031968032"
"SPI1" "LGALS9" "0.849234780365506" "0.727272727272727"
"SPI1" "IRS1" "-0.538627208448305" "0.0009990009990009"
"SPI1" "PCBP1" "0.631019165957716" "0.0099900099900099"
"SPI1" "AGPAT2" "0.749388368797248" "0.335664335664336"
"SPI1" "RGS19" "0.79133547882648" "0.728271728271728"
"SPI1" "COL8A2" "0.762799753204109" "0.0669330669330669"
"SPI1" "GLRX" "0.74464455481098" "0.0629370629370629"
"SPI1" "EHBP1L1" "0.730649844464435" "0.454545454545455"
"SPI1" "POLD4" "0.710785638354441" "0.412587412587413"
"SPI1" "LRRC25" "0.635295443518261" "0.032967032967033"
"SPI1" "SLC35A4" "0.534298685871235" "0.0059940059940059"
"SPI1" "RHOG" "0.721097988383154" "0.014985014985015"
"SPI1" "GRB2" "0.875968677175378" "0.896103896103896"
"SPI1" "PRSS36" "0.543915154624669" "0.024975024975025"
"SPI1" "LSM10" "0.660993577289824" "0.11988011988012"
"SPI1" "PLCXD3" "-0.554318233918982" "0.0069930069930069"
"SPI1" "IRAK1" "0.749072183428354" "0.20979020979021"
"SPI1" "TNFAIP2" "0.719377533830609" "0.023976023976024"
"SPI1" "GPRIN3" "0.738644906215313" "0.021978021978022"
"SPI1" "SRL" "-0.563999566145872" "0.0079920079920079"
"SPI1" "ARHGAP30" "0.699056504066843" "0.0059940059940059"
"SPI1" "PLXNB2" "0.557837501246843" "0.0069930069930069"
"SPI1" "ATG7" "0.676283759697628" "0.018981018981019"
"SPI1" "NAGA" "0.683903628162565" "0.001998001998002"
"SPI1" "NEU1" "0.653089004467699" "0.002997002997003"
"SPI1" "PCDHGA1" "-0.589425079754202" "0.002997002997003"
"SPI1" "PDE7A" "-0.537712137391164" "0.004995004995005"
"SPI1" "GPSM3" "0.625017300581287" "0.0099900099900099"
"SPI1" "RNASEK" "0.747483384093111" "0.286713286713287"
"SPI1" "TAPBP" "0.790201194452954" "0.647352647352647"
"ZBTB3" "C3orf18" "0.64376664851483" "0.0999000999000999"
"ZBTB3" "CCNK" "-0.724848640006752" "0.001998001998002"
"ZBTB3" "C2orf42" "0.565264878523518" "0.013986013986014"
"ZBTB3" "INHA" "0.540001513357153" "0.0009990009990009"
"ZBTB3" "CRTC3" "-0.673331716050645" "0.002997002997003"
"ZBTB3" "TRIM65" "0.745391761576454" "0.108891108891109"
"ZBTB3" "PCBP1" "-0.567448666833193" "0.0009990009990009"
"ZBTB3" "SH3BP5L" "0.683091261123676" "0.0099900099900099"
"ZBTB3" "EHMT2" "0.682328236086985" "0.001998001998002"
"ZBTB3" "MIR4266" "-0.604706159876941" "0.0059940059940059"
"SOX4" "DTX4" "0.556946376280957" "0.0009990009990009"
"SOX4" "CHKA" "-0.624354058760876" "0.002997002997003"
"SOX4" "CCND3" "-0.583541125802451" "0.0009990009990009"
"SOX4" "PLEKHA7" "-0.544608600744395" "0.015984015984016"
"SOX4" "SERPINF2" "-0.539521197547588" "0.037962037962038"
"SOX4" "SH3PXD2B" "-0.617584489925451" "0.004995004995005"
"SOX4" "TBC1D8" "-0.575376136928537" "0.021978021978022"
"SOX4" "MIR1913" "-0.551942724283543" "0.030969030969031"
"FOXO4" "TSPAN9" "0.626966182337809" "0.001998001998002"
"FOXO4" "YPEL3" "0.530408953620857" "0.0829170829170829"
"FOXO4" "POLDIP3" "0.570621502551845" "0.011988011988012"
"FOXO4" "DVL1" "0.657790782146035" "0.196803196803197"
"FOXO4" "GORASP1" "0.588229854016693" "0.002997002997003"
"FOXO4" "FGD5" "0.591316763352408" "0.034965034965035"
"FOXO4" "PSD3" "-0.543524905641339" "0.288711288711289"
"FOXO4" "CTDSP2" "0.642714956472643" "0.116883116883117"
"FOXO4" "MOB2" "0.672155661041575" "0.0819180819180819"
"FOXO4" "SULT1A2" "0.577445572472731" "0.050949050949051"
"FOXO4" "GRK5" "0.645500335457075" "0.003996003996004"
"FOXO4" "NME1" "-0.57315543806414" "0.002997002997003"
"FOXO4" "MMP28" "0.55522576933359" "0.0619380619380619"
"ETS2" "CFLAR" "0.649314335522064" "0.0009990009990009"
"ETS2" "SMU1" "0.77659378315858" "0.002997002997003"
"ETS2" "RASA2" "0.730124805715912" "0.0009990009990009"
"NFIA" "CSK" "-0.547116264682822" "0.0009990009990009"
"NFIA" "MAPKAPK3" "-0.692069200303491" "0.001998001998002"
"NFIA" "PIK3R1" "0.608341356231826" "0.037962037962038"
"NFIA" "SORBS2" "0.607501941167178" "0.021978021978022"
"AHR" "HNRNPF" "0.77689156208232" "0.0009990009990009"
"YBX1" "CAPZB" "0.704513254622294" "0.509490509490509"
"YBX1" "BLVRB" "0.692158597410681" "0.134865134865135"
"YBX1" "ASAH1" "0.81645667452204" "0.705294705294705"
"YBX1" "PRKAR1A" "0.547037494262926" "0.0009990009990009"
"YBX1" "RAB34" "0.530759745148956" "0.003996003996004"
"YBX1" "CORO1C" "0.864846443868956" "0.97002997002997"
"YBX1" "LY86" "0.709643166797713" "0.244755244755245"
"YBX1" "PFDN1" "0.661132934746321" "0.001998001998002"
"YBX1" "RHOQ" "0.754839742036298" "0.0009990009990009"
"YBX1" "SLC35B1" "0.62165237017952" "0.0009990009990009"
"YBX1" "GLIPR2" "0.620053860051993" "0.032967032967033"
"YBX1" "CLTA" "0.822732959029528" "0.982017982017982"
"YBX1" "CHIT1" "0.608894098265448" "0.0559440559440559"
"YBX1" "SORT1" "0.632734987622562" "0.0009990009990009"
"YBX1" "MAP1LC3B" "0.773211486053013" "0.038961038961039"
"YBX1" "PSMA5" "0.690045052673433" "0.001998001998002"
"YBX1" "GSTO1" "0.806791098446869" "0.534465534465534"
"YBX1" "NDUFS5" "0.681593423077925" "0.131868131868132"
"YBX1" "C3AR1" "0.624925326563491" "0.032967032967033"
"YBX1" "GLRX" "0.777569191385624" "0.222777222777223"
"YBX1" "NAA20" "0.750864273020663" "0.247752247752248"
"YBX1" "ZNF622" "0.771131669419508" "0.297702297702298"
"YBX1" "DCTN2" "0.612629413774566" "0.044955044955045"
"YBX1" "SLC8A1" "0.621396181300055" "0.023976023976024"
"YBX1" "SETD3" "0.642103665522893" "0.002997002997003"
"YBX1" "PFDN6" "0.562996878506286" "0.01998001998002"
"YBX1" "MICAL3" "-0.636044395917836" "0.0079920079920079"
"YBX1" "MIR3619" "-0.558890048370929" "0.0669330669330669"
"MEIS1" "FAM20A" "-0.65230265631951" "0.0059940059940059"
