case_submitter_id	SRF	FOXO1	KLF16	EBF1	STAT5A	BCL6	IRF8	ZEB1	TCF3	RUNX1	FOXJ3	TAL1	RFX5	FOXO3	VDR	ELF2	ETS1	YBX1	IRF1	ELF1	RARA	E2F3	ZNF740	MAFK	MAZ	ESRRA	AR	JUND	SPI1	IRF5	TBX5	ERG	HMGA1	STAT3	SP2
C3N-00433	239.15209127200933	202.63173621834727	170.2494973761536	75.84554115275678	137.48072835719384	170.9572202548286	197.34665997142707	122.60882159577046	268.3392668561222	122.56388285315714	135.563227090738	421.2985220529506	-20.844516004221845	251.6363518955046	73.60781250028265	135.44596104186624	142.62757243421117	270.3200583644135	256.816359846816	199.27701106636815	361.7861436254119	43.83422082717365	-5.415016304293644	216.56327759936585	388.9995810718984	820.8038134479559	-34.27524606913147	247.91245573234087	1165.6703847867366	118.68378603242125	250.91348865768353	215.77341348580794	134.01286387534117	407.7030227083999	238.39901452336227
C3N-00545	286.05084234993626	213.34511027361054	185.6437598108864	69.12223306728436	133.5341247281592	224.38123502440345	196.8593375846509	125.72368692395258	270.1853761309277	122.42198535744791	143.48789217259258	479.73750604024895	-24.728196073833445	292.23083904405246	77.27793099272999	148.3378825905429	151.5448379326034	285.0679822884132	256.7712446712362	220.5041423737868	391.81767607969186	32.2842341829155	-26.075116778943283	254.55137036158618	406.063625515132	887.7263345966363	-30.78411485481213	285.62845602679977	1196.4433725135946	107.6508097063562	255.75405789398474	238.07628931627877	146.555408048215	451.63945124191844	245.06573494083062
C3N-00546	254.57022723429077	195.59265728290836	176.65759838434997	64.7529023627526	130.67329262416544	183.52499048359752	192.31746919338215	107.24493301710565	261.14152039446634	127.79167917450894	137.60187888019004	405.08181414088307	-30.585304686956903	261.429864359534	80.6337487305062	128.3117011931721	138.06563708680494	270.41864796281095	255.30518984330934	194.2181137520171	363.5733096315787	37.02540498941484	-9.563577109131202	224.66855312832013	397.81295636958924	869.4716007925449	-34.795175852166835	255.24425312867464	1173.3351589836698	118.14735418174858	261.3017716715942	214.95872148830145	138.4951607874835	428.0435510941161	237.36528706279364
C3N-00547	258.89841517159596	192.83112373988882	182.14230997370586	61.702140312004815	125.72133225833286	180.693019645614	181.66242175832386	108.13999444648363	276.1921720970819	118.30722839895682	133.68374187201232	433.8112430060463	-36.00445158100973	268.24970394204536	78.89482378259792	124.87019071598229	132.33590145546128	259.74174450413125	250.6907324647956	202.68976349316313	377.1466347405873	24.55202594813153	-1.8619077195072293	235.00981747824088	410.3277852031765	878.0737252637632	-36.944755784645	260.2404283309356	1134.897856463119	108.88014453402226	270.1730418997699	211.85658866825548	137.10383499722028	417.04077931321956	246.83521625765667
C3N-00549	240.17428855851364	204.09851395094185	164.36712977797845	75.31971097478268	110.16930957009679	167.37436252603496	159.07724900487307	118.07814437571338	262.0738235602641	113.1287596947376	137.2346140653649	420.58637915787233	-47.42532321190588	253.51120656206598	66.33472249170597	120.84374480729284	124.6589877051617	254.7037342459052	217.71467082419838	183.80421886510885	353.5166402076739	16.862059872048263	1.501504066449229	213.96862169467957	396.0147094361763	838.7967211174591	-12.731983771078305	230.74486555993573	1043.8188163609855	93.64321516308577	261.2120798773094	214.25776181159134	110.17447108622093	388.8863014400625	230.5987829428473
C3N-00550	246.4389274634866	190.2197959385195	165.13714576423587	55.9951781341711	122.21322896549948	186.5661729216386	189.32575234822997	112.14387791199107	267.02636246473196	119.98849866793248	137.9394558289507	416.3216515855737	-31.655685215680876	265.54948730391703	72.15437591709353	122.9351473358156	128.6927637280292	275.19052133162523	230.98261381037122	199.60734363883904	357.55766078879134	27.238358100877562	-6.497715807982544	221.62670066197796	401.2952604100823	880.6669624852565	-35.41646295608771	253.20077525445004	1143.0642512658876	121.15743475355366	261.9427958077962	218.46859963854433	135.4446131326575	411.6598083000821	232.94798211460719
C3N-00551	264.68074317275693	202.39519421005548	181.7472018563269	69.65059809357507	137.7456644447313	182.4231925158337	186.81065963324028	114.58695445584333	278.8740324372281	123.51265640353296	136.21925261654513	432.286568076794	-21.528920847950488	273.1015699370472	82.6653556739207	135.49151096688976	136.23497881596967	274.69077977760645	251.44765845775063	198.4520936846162	386.1870436152972	29.18138708219091	-8.53281158144415	239.7781820711982	418.6499268714857	899.5053719999175	-32.521048781710405	261.3911077198985	1196.468979553551	124.05186073454261	233.59669694461698	221.11713091708293	145.72794812968243	433.18003683718325	241.77475296076392
C3N-00552	248.83603658268007	192.51382961474144	175.82319384067284	58.806608103874694	135.10647451314384	186.732304621806	193.78771805541007	108.14281372743791	268.5099171153538	130.23118611647624	132.11645544274936	417.7655708643469	-29.12431876895333	268.7009829044716	80.4894459723595	131.45343906118836	134.40423064447145	274.7375207073167	253.3139265074939	202.29623016552125	366.53924345817086	40.269715888957876	-6.185875141606559	221.89750600876968	403.7622954697984	882.4647937533258	-40.93525430782533	253.2197274731605	1193.35197206709	123.14309972220795	259.27327376499846	212.48641716394036	145.784117930817	426.0219634342735	235.0309537132195
C3N-00556	257.73543807717965	210.44907012722027	175.9611134030424	79.46967893236584	135.89520534864985	185.2675862539146	187.9561022448022	125.9153655153774	265.5308350390077	129.76897483495074	143.71056457503414	431.96286192255184	-30.852235860400967	263.45894920409523	78.33409266181442	143.1120669463068	142.4412034896588	273.5901641865409	257.16634436766583	206.77037584978513	372.00849893754474	37.70373986806189	-20.179182193804806	234.20076154358284	396.0677393428435	848.1760384691333	-25.986824407364495	255.50974112912075	1158.5507038903825	109.53598931742874	267.72481696860115	223.68705592113088	142.46021401149576	429.8822461139511	244.11617722351517
C3N-00559	245.96554963430904	189.78246209218742	168.88468481105798	60.95865998955091	117.68388878088572	179.24049575370668	184.22186247815375	112.37917025580823	262.19188717863835	118.11457739577622	138.2923073307233	430.38758974985933	-30.148994043589155	266.7469089902996	70.64870310051498	123.56916812980461	130.89990000128304	266.10356573425247	227.25578158089928	193.59410413552197	353.8486192713654	30.206005299653228	-1.863688962596271	220.44539597282983	387.04308996051435	843.4885066342422	-29.1095268555879	246.34695827867722	1105.4486716908898	106.71371870629301	264.1945449453549	214.55238956664448	133.42849022859437	402.9993670539886	237.8908511118528
C3N-00560	243.28513590651664	197.63388734822536	173.53904509823698	65.87082282043148	123.98912175853896	179.8322271085636	175.25260417607186	115.185920225102	271.8887007083995	115.28159379901048	139.7618363653889	442.96423698756627	-24.467485933781816	272.17766728569865	79.09110025380944	122.49204298864656	132.71469792199153	270.8030364414199	240.8635983873918	198.83619649178172	365.8172440403649	25.94714159005683	-0.0059917458564484605	229.20809287497985	406.4340229387133	864.3824552836969	-23.73844110414646	245.77553513003897	1132.0891086765225	111.41274008616449	244.72355625362098	221.6997524652156	129.52195360587646	417.9224090072636	242.52349722592933
C3N-00572	264.5659925043248	191.7589256979129	171.57794263163106	56.43378288775342	127.79194920019735	190.2124587450572	191.9459479293668	114.73213863156258	268.32134996986184	112.26659474809998	136.85052486083407	448.2255905137175	-15.668654930332494	279.843290523354	74.66514760916417	129.25819651501232	134.39291140380604	286.32793269355193	233.96130845198712	207.2087618086432	367.375442467788	26.31504415161639	-8.782356249650704	228.86804200518566	417.5147653183124	915.7709294449367	-39.175130354013575	265.9504757246995	1181.2152253313016	115.97258466958053	239.405745763464	221.17297543496952	142.5542915706929	438.93640282169343	235.33044346087493
C3N-00574	262.1591241872249	205.7966850565611	164.77317885973915	70.60650091248884	126.56085434909642	196.55247139005996	184.2331362086769	136.9931606942693	256.4921520580326	122.94308371306509	142.93082859230321	442.48675126165506	-25.17774216055753	277.3598439838124	71.18956175160062	135.69311053922445	139.9635836698851	276.99872234462237	239.97683047776223	210.55511682794926	359.5334640184573	30.94774884796162	-13.900282689012144	231.75671692980222	394.8590728840793	865.0318784554244	-27.306625893967976	261.3847773785719	1122.8194414965599	102.15709369455905	250.443573463993	225.21772256675692	133.2254684090598	424.21229582375105	228.58827207001957
C3N-00578	258.18295209125534	198.0041445486549	172.96999606672506	62.573639130738044	127.67150456480653	179.3279118917526	188.92367646628318	114.94966153498602	266.5969691791042	122.46153266148643	139.84732096593783	427.3318880218842	-31.66384693869493	264.82852496072786	73.80384430681224	131.95597015698596	137.686122968307	280.87480548864835	239.90170672721104	204.05898249219422	369.837743197511	31.67932913707547	-14.409364076887783	230.55855817796558	404.7732369463505	891.6672593916519	-32.989134335045506	257.83973252941536	1155.4013576427346	117.79626890289194	262.79690407823676	221.80441871972897	135.39311309868532	436.11554942748626	235.8544206011588
C3N-00579	246.6577702098255	191.14327318079785	175.14544620372845	55.88633603697198	126.62597597752531	179.780760067982	191.4549946728152	118.76495307367148	264.6792894538483	118.58926785639323	137.1895259594827	429.22313623936094	-19.84331495732789	261.02119880564385	76.40375014573111	126.81031822587818	136.01056269623183	273.4565301398011	249.64004778883896	198.0475937189748	362.4216282709481	30.60308710391577	-8.254927389288696	227.0482425994407	395.4755685973233	861.5683160857806	-31.71071822916508	257.53018384983386	1149.482601374919	117.62109572407438	238.39329672408587	216.28660808842517	141.12936415684467	421.0840170792257	233.8449662520706
C3N-00580	254.02294070416696	189.42746001426002	174.21595961443907	51.72876733176031	131.63228541306233	184.26283815105472	177.79918624252952	102.1351403614295	265.95150760674284	126.98347046827995	139.41730124557387	398.76758675977027	-23.526735862352737	266.3183021159384	85.30916134247455	121.35113027488418	129.25986870822882	271.5985367608073	238.55882432880088	201.71698172395645	367.8183992370257	30.446633684694163	-15.734514398571122	228.6278255212686	408.40179157627364	910.0963423636357	-37.834677905999925	252.96769067650044	1151.1384044469423	121.63047983195865	231.85687620772055	206.63198133225544	151.23752111098705	428.44771272545415	233.10449069604647
C3N-00704	245.73029003266248	192.01077806825492	163.92559097668646	59.54402400454545	120.3996539741393	182.6521856776809	177.09920338118724	111.3807586840561	248.48546521173708	118.51032259061957	137.5830198662188	421.4967241533873	-27.1936852499463	266.7667591243685	74.95020843289277	124.33368526689253	134.50608940628402	271.91885254350075	237.3113003171837	198.20912243190952	351.6693371793079	23.96623633025439	-8.321536779848017	224.33642572698915	389.4249210987584	867.917097298243	-27.629426296362467	249.97446287248275	1116.7345467330085	103.62868867182951	240.78935441347645	211.60444735056328	141.36845661955235	424.3853605618954	222.83883281080108
C3N-00737	242.13415715257673	201.3136672538177	165.19583989437388	72.27516068321168	123.83540152062022	190.23879540348005	184.44656073862092	124.3279212129951	261.18342175869043	112.60782637528678	138.7857500318821	437.6957163186812	-14.845652875893677	276.8614981179504	74.29557395605781	135.86550731261067	141.6483587945544	272.651979089696	229.10781972012336	207.79513118910023	347.5417049856507	31.224429325350613	-5.519200401396731	217.82152682919255	393.76596912984576	835.7765887488274	-29.493385638378328	246.1567448790464	1114.5612872239576	108.14474233999442	236.6768382391544	213.02129052724723	122.38246789056207	410.7630742447659	229.13159701273716
C3N-00738	268.8493594403963	218.31766983881545	173.9014789661345	82.65866719829359	129.63877998379763	214.17503366929253	192.5319499105084	138.30731770762472	264.43604393826257	123.12498723412533	145.01300825895296	466.46299723264815	-25.63412600630427	279.44982440626507	66.31908076597054	145.4566667816999	149.87596825386208	282.99304493887627	252.75005873809476	216.42364321209135	373.15199278368954	32.85233706236528	-22.81119989566139	240.1622897653895	396.8541190929181	852.3609887120517	-25.40515100561238	275.4593749943505	1141.0271880672788	99.20604189754042	250.67335917822774	235.38672093846895	129.47405981209485	439.8388974789647	240.091191224934
C3N-00959	256.251990528955	202.6267850945357	167.68773309165957	72.85059385271302	115.39225843424043	207.02717319385232	172.76081438173455	138.88880061632335	254.6580013023606	110.205746626078	139.00615567655336	453.55188648122237	-43.152499231612865	275.1660556599072	63.51574359565228	130.10383240409823	140.75218231032107	269.91480476661826	228.62184478698939	199.13831800409147	362.42639522160823	15.881965466406498	-13.458053422244475	229.8234424294819	394.71575300813555	866.0735467248145	-16.226586660020317	257.5079393074875	1104.5645023988486	92.59497585189531	253.27169000499848	220.4277496930997	124.1035309832383	428.195645231906	231.2704749516996
C3N-01016	245.93720729011312	198.9197486258235	165.36728182412668	71.18760017708925	125.43219812710625	175.3839183254666	176.77756147140025	120.1029096032459	262.4717813459571	125.41015139145435	146.7770549737035	415.683854839555	-24.19066378469077	258.30237593305475	72.47021916125615	129.30971773802526	133.0443665646842	265.95754678353984	233.19230237595673	198.19528132655955	352.29479126493584	26.894394405636888	-8.536591726685785	216.98522633091974	390.50871384660564	837.7677631238711	-30.9528334931409	245.8275956142788	1103.7179967578782	98.78169982247786	243.14710498330498	212.58695658378633	127.01128047829476	412.6381260088974	237.3080764618888
C3N-01021	259.98227392720867	200.53840537646596	169.22258502659324	66.97872635435597	118.35370747029091	176.7326397261438	177.78271600543326	127.87972833442373	263.8615757369163	112.97384164383593	138.7530750429001	448.6613098554267	-28.141146407854734	263.7098007988349	67.32240468053091	134.92320994256846	139.06464846805363	266.5209229302279	236.7435592480022	192.50150752483157	360.77019547437703	22.2177228362208	-5.590485369567986	228.51855169866315	394.93995530113335	862.396275645929	-17.62278169560507	254.16199619489666	1116.8802606331478	92.82506189182877	257.69999460505113	230.52457660722544	132.78796629766427	417.62641694368085	231.0521525111123
C3N-01023	245.92901703380423	189.0533488931892	174.48306610410708	61.72136521796064	135.22867983971844	176.64321732736119	191.32840892782485	111.24144846321006	269.50089103423767	118.88303684459086	138.1147824567944	424.8319977610448	-32.78687252070871	269.114023893375	81.37277615402844	131.62350074401945	135.25591350586487	272.78565103463194	241.13708469434914	201.56711959926926	364.32478823512145	36.726774079536426	-0.11818980066266249	222.99321499574447	405.30290462308994	885.73645402594	-41.786410541960635	250.11245644872088	1165.2354783314831	118.08879437584903	275.1058288159358	213.3568461796629	132.1406002400538	419.75934603990925	240.67888662779896
C3N-01024	252.6102464581303	190.75671635468314	173.5556055283148	57.50946756087572	129.93527845389877	179.2443081252426	190.1607200518402	115.27267847481056	266.140707617228	123.8555757195541	134.53357092287587	418.65460499016586	-16.6512470038478	256.3075570163011	82.80996875885714	127.92065693470646	132.74203104484545	274.5747668322957	235.06229157741592	197.8640775426101	361.01975619598176	29.587419363835465	-11.482975667159906	229.10917983571008	409.01236846230245	909.2567251968036	-41.68159647157765	256.89180239099403	1172.1465073665017	115.80085209172177	219.19460093613876	211.74431911555462	145.42048735377512	427.6748371367088	231.83709560647003
C3N-01030	266.92174558878474	201.16227182904865	173.35713905234527	61.66651972924495	134.44609475263627	176.92840344439168	188.91864841933744	120.21344206042778	265.28556398851964	125.83722344376613	139.23492596669317	416.9765800035865	-29.911019495777694	259.79738677028854	81.65674758388052	135.4433363912704	138.35484423579743	277.63504981675516	254.51658050354004	197.80521187812582	367.26194530262535	34.351927997899736	-14.182214859130156	229.1632349476323	401.11758863678074	879.5241770399626	-36.51729825494891	259.12985436978784	1161.3337551667619	113.14072805587507	267.83769076891554	220.07574439444807	147.62967718204231	428.7247483105158	235.47305839502178
C3N-01071	263.15336863032917	197.98601231583535	172.81954853725426	69.5923785974505	136.42710270271988	190.17037808834024	190.35000941272943	114.06100581761318	266.95384535282676	124.36137512568654	133.51643801197184	436.4569690359509	-27.807977333150035	262.78325368269054	78.35217183056515	129.7590642336458	136.8513101845582	278.38382325555773	242.77264200535302	203.4797343062715	368.3544888316206	32.54263359245435	-6.332065120295681	232.6626353851452	409.8722964123375	897.4617526631871	-38.51144089486901	260.30627060876316	1178.0655165294986	125.84088738069272	254.66510127807553	212.8140523660783	136.24076585458326	421.4910707284729	230.6588701997451
C3N-01072	243.07461408156178	199.32309028238797	169.40338351729326	59.69045425065798	123.31660221963753	188.9575024742398	176.8574895009046	114.32217704549542	265.92426601599493	123.11604072098652	137.18967582882038	426.7307396612559	-27.471978355677024	268.37233123376234	72.97890540984233	132.3718967442193	133.0059799981346	265.0794798251617	227.9002566357126	199.6675988869188	362.6030032772771	32.362001429124035	-6.888321560675109	222.20641412670335	398.19225003853444	847.8202456763182	-24.47967975299514	243.1216214863515	1122.6182480596783	106.41776407743626	242.77222088549175	210.4880871228733	136.78237222928982	415.60603957903214	240.5628293102024
C3N-01405	250.5302272497538	194.38409407396782	166.70511092212666	62.602149364015574	126.67912634434785	186.54056360412537	185.6626418578933	114.01986995207594	264.4695954694321	124.63400142746508	137.55933451945947	408.5418815521829	-22.204336836732466	269.30015512602665	80.17301923860263	123.70412964433562	135.8757914383008	278.0591894900763	234.1397653346281	203.6073169421851	355.0218291415472	38.0037243917382	-12.665322014876423	224.9429703025576	399.9325740720871	871.7532903166936	-35.44513514574956	253.96705929494703	1144.5029427067725	120.40944826697809	242.88779764475584	208.4613110001427	143.60480546241598	419.1547462297911	234.06877841576974
C3N-01410	252.5532159116867	194.08726952557674	167.73832482870316	64.53489597813524	130.97059417547703	191.81868564426202	185.46699365952455	109.71488526416925	266.0563363330326	120.95684503783357	140.89690341000932	433.7914899786228	-29.94213309779815	274.5685429143901	77.95583131242569	132.28084088349644	134.18071498790962	274.3134596348676	238.427957447273	210.9090918471638	360.78442627719176	26.757775268178193	-5.945568031012186	226.59739637391294	406.04821327607317	876.8946709244242	-35.405508201099465	258.3843477809066	1138.3343942165304	111.66688543623678	271.6514157529342	216.19932341294304	135.68030403644676	426.4505218287987	235.18479543412823
C3N-01413	254.76867111614766	202.27149214961975	165.98833954691258	69.19270796299372	123.74592292771524	189.75068322554554	187.76891440254485	124.14500778685881	265.31906979737954	113.82976391807489	133.49061190246118	445.2285951237223	-30.332160016279232	279.41264428217016	71.61207390643175	128.4240822999095	138.09205532854907	273.9665141509625	235.41366075161724	201.81797838336075	357.39153493742793	28.904706961971712	-7.066425670893153	225.7591848820832	394.5947113831736	857.4789418743248	-28.757767895212524	255.9220890297157	1138.7733076781035	112.90368931235008	267.68659168440126	218.15228790331324	132.88776523529933	413.85963575983294	240.19158012529633
C3N-01414	266.8084139908695	202.33581329966074	172.73957143701654	62.22160790598005	125.73093049758826	196.00136936508727	183.63995932935364	116.72981844732153	269.6064611637549	120.37768479266384	145.12234470438096	442.5171394393527	-23.95786177073397	274.86902171470234	71.50935373306966	135.50229204184973	139.86528693528513	274.708067741423	243.3677786024108	209.7213405724952	364.4946424937965	20.39362278607706	-14.68678243989315	234.9007558309665	407.06998211280165	870.7561746623089	-32.33261316938032	268.8575375361324	1122.8949486758859	100.12874040088793	256.49389413091524	218.99259010233408	130.35344992577188	430.0620823669111	242.1259874973011
C3N-01415	244.19787598152095	200.14529081277541	173.28498413125126	74.05559255316811	131.97256766705354	181.81314069294888	186.823691549612	112.62629963968664	263.6495071929649	118.84644002642985	138.7328605309669	427.3720412395562	-19.61162823942837	271.6670628117396	76.67925978926066	129.4003819877768	136.73373040309687	279.6167473061218	242.90437401661396	207.23378777175523	362.1007039131683	32.36972436126979	-9.132005419429277	228.75576797088297	406.12844846271315	891.4314805322308	-33.23967056566735	251.88342246952237	1172.6523440835765	113.56994427262731	245.61001694274867	214.28131676741307	145.71973669588198	423.21606651553446	232.89989684936808
C3N-01416	254.309429053462	200.18347370875873	169.31397707433152	62.88494394706899	133.16555870932763	187.58587049172758	197.4910052993947	122.40675022681424	264.6884167219087	120.27564796425084	137.57664718784056	436.92037498756827	-22.20911764677183	274.2157800084294	73.25235855352216	133.22578331993202	140.82442600492317	276.7762351960281	245.5725170490714	208.38356010690788	360.6356442486588	34.58420216693955	-14.081577467957288	227.4773345888457	398.6968403939119	866.3608644163431	-36.252070573811224	257.69148278425985	1175.2684675950538	113.66917695546765	240.58599295164547	218.66158766667854	143.52788434799785	423.2721415464269	235.07238981504662
C3N-01488	259.6519789935592	199.6909282065444	172.60865861039355	63.854522012670884	131.81469305483427	182.671753388805	192.14551261717145	117.44028401209873	268.8290192595491	124.33004609726038	136.02968503076042	421.3877785158992	-36.78018990464905	271.3831663861882	75.1654898987421	137.8938408965605	138.859396826861	271.47702507403676	250.00614621154114	207.7948055814956	366.52623813051434	33.53082285232753	-12.22947359846387	229.07260628944508	402.36353611073076	853.6147133728665	-33.28287648516296	250.69911781589346	1170.7558450370545	115.44086959622142	278.7497273224664	217.0626772879994	139.06036047487896	421.2300079332545	240.7199389235412
C3N-01489	253.63672032200304	201.67883663612568	173.77183293265057	64.57552977365495	139.5133036213902	194.21357645614998	198.78118572778038	119.07146102401046	270.70487176297706	126.13123959556957	142.4348092715361	433.3139912162879	-22.793176416466252	275.8925923737896	79.50709585555367	133.08913099572098	140.07249825625217	279.1141350095894	249.97301535718657	210.40227541567526	373.55810360024134	37.83424070586638	-14.574338333960654	231.76354474834034	401.9795435151596	874.2699543170766	-32.0134175258644	259.36084415783097	1189.8423689676022	124.06546791006735	250.88898691175288	218.66984885449003	146.22413250103398	430.3006057724051	242.23428389459545
C3N-01799	238.09846704371935	194.09668333770065	165.3151077088326	62.121666847498275	124.86402708275577	180.39164774978346	189.36677070475	110.93565776942246	263.30388459448153	124.79312435685537	136.04212862342797	418.8365170848061	-31.251246743376953	272.8617879147343	71.52615081785893	120.69592549086519	132.89196523199968	264.19181749854266	229.00304466205773	198.36831984200072	349.1621095729681	36.776267187562866	-8.084568770471378	215.83275874784698	388.7788911209642	834.3550595061035	-29.79055966692914	243.8149391358918	1128.3919886356816	112.46468374935779	253.2343234056769	206.7447892424834	137.4643662759629	408.11924335396	241.65391415174963
C3N-01823	258.66939844702836	194.40815915624603	166.387603164091	62.88025261445695	124.95355220390812	178.1268264127746	179.47891530031671	116.11011270810513	261.9609288852009	120.31691197685143	138.13289882246403	428.67221927260016	-29.268484436734568	267.0279723150907	69.55624134341913	126.05843014834868	133.80513289299702	272.91136399538374	237.32903787880034	197.96270252247507	352.46149065931877	27.81760316090117	-6.324731133309754	225.34419591713478	389.8325684473379	849.8205011734626	-29.7933931441501	255.5971159812744	1114.6587399379302	105.76748241041251	259.8036285617294	214.21764104802074	128.17303311953816	417.1007629290069	240.06930624672117
C3N-02000	244.38910809112738	191.37014965642967	165.18677554878263	63.44914927043985	120.03843914202189	179.91686051541367	181.8915799365809	115.52407862737157	257.67174327014675	120.03913098784199	135.29567478823412	419.40899549160525	-26.945016211655343	264.91469880260365	67.2101933853169	119.94624367362974	130.93291620174324	269.8541217397907	230.3406381876077	195.9406023552885	352.24585314150426	30.051987714695926	-5.6016963682740055	222.2087203830817	393.0615495169832	861.9779611070863	-22.5705221693253	249.1760513968859	1113.5392693250847	105.76136008940688	250.4080143845432	214.03403977416667	132.77761938247681	405.9918539911174	230.5120431293065
C3N-02002	245.725966906134	185.2509587894654	163.2829578845716	54.0175779422392	114.41020249777739	174.00261608787196	181.1405401474048	105.15394805260807	265.6711246082972	114.82396845472118	130.04135985328548	416.44021153342305	-35.186286722858696	270.4016543139832	69.20109905458058	116.10856901541557	125.10333024277367	269.914899210643	227.81535370784013	192.2074278640889	357.75372091453175	26.8885977099399	-6.59533342339644	223.62752741014273	401.05235650526026	874.3826025861515	-26.815976888579826	251.61715970519595	1119.2748168037858	110.44883721748076	265.6354095399715	200.432551524457	132.21042378672513	409.43863610385426	231.73341093170683
C3N-02003	252.4386655976689	197.94859748166655	174.50429749634128	57.94166215222552	142.18511622262588	193.75737239923754	197.3335108271689	112.91257716061082	267.68381208389206	120.66181177785946	136.18646964199831	424.68062691639244	-13.165650303023696	271.7111101099704	84.10059478329686	134.07714698988173	138.57044185998467	282.8182786286908	254.6489301800387	212.2732642379719	374.20822618324354	42.3209413781384	-11.214821028554923	224.34033876873715	406.5925957311144	892.7286052286357	-40.99072018746749	256.1562301353119	1215.143018712262	129.25421259976773	237.11180201258452	215.25045957675803	150.18168934196348	432.9575692568912	232.13768027217134
C3N-02067	248.65536216014297	191.56661637255235	168.7303857441911	66.39189208908026	126.05172636442802	186.55333274641302	185.3870108890403	108.18972464708106	261.6460039398536	116.91455075848476	131.4171950693567	436.67132703603875	-33.30155139111743	273.56432856782345	72.84909733988195	123.31704890373499	130.11783419217141	278.8178556184382	229.1697453436396	196.7122786995077	359.45274541282873	27.130834935814647	-6.284589242096473	228.60652596404927	406.1945997342382	892.2196962106506	-31.688700440067052	250.2832008748501	1141.1128181246324	110.79515002567088	279.3401556629514	212.34408215793195	139.91930330004715	419.93839390318516	231.0851395457962
C3N-02087	249.62836505440447	199.11580111117286	175.66014920137405	70.73939508273462	139.7640276638646	186.38629203467895	201.08887707045264	113.89149955397575	265.21157615265184	126.31851849401059	138.47334717295846	414.5882849671274	-18.911350197142482	263.3817814672405	83.5789254601197	139.69946542681095	139.23960225030436	283.0722068000463	262.7353314827383	203.65170289643805	369.3432068862431	41.355881820930236	-12.16153583098989	224.87723091548375	402.9278955633151	875.5914212827709	-34.003315691247906	254.56495174453056	1205.2010791226126	124.75526095159503	239.99843322285605	216.43255277395744	149.50922609756725	426.5188734443667	234.4135741238255
C3N-02089	254.30505320121114	191.85822626902095	174.60501396445704	54.16804644502815	134.7892277687261	175.84284506025358	178.75447782353416	120.11188001053799	262.8561768872776	123.77466625035933	141.6190579140693	403.7201208698397	-13.400085426289877	256.8800820549534	85.52854470049235	118.82610143044563	128.96384829785438	268.02882055424516	246.59703452376004	201.25209293392092	360.85071649140804	25.86858271144399	-7.784687278661494	218.58259721759424	400.47112858626394	868.3135598383992	-32.964855594972164	249.31745971266815	1136.073208464653	101.39253687407216	207.8876996494941	208.99493446200165	130.72746427241208	422.3462119231165	226.017147249642
C3N-02145	250.99761259681304	200.03489445596944	167.2967471330029	69.51379625452188	121.676197613414	176.35120378504018	184.45856882354434	120.45524286651583	263.80786112296596	118.64351854130322	145.1697685131934	431.11032731654996	-31.261877450896762	265.86902255688653	68.4724822447341	127.76108142134424	132.26848885035423	272.63613458959657	229.24264371996213	198.49066792802688	359.3940898882159	25.67026474258907	-10.15964897782203	225.8176178795951	395.6309514414296	858.9712169318044	-19.030813158375565	248.72737210304467	1136.6730801272854	107.05806028410814	243.97204136204954	215.84523022529908	132.16288485146532	408.7453237403513	238.74484736380978
C3N-02149	258.7411241908608	196.25177804972196	175.0893844296866	68.02801800205144	129.01323568518183	176.3697969834836	183.9481810020743	112.50632638884187	267.3083289054534	123.53377959173694	139.1227306481108	436.73441728309166	-24.045997821307196	260.13728789242333	80.3242299742269	131.451255288377	135.99549765454145	270.4738192061241	250.08548372586807	203.63391374306377	366.46303139194924	25.714597280785384	-7.892211812823959	229.99075062917544	410.654022057623	885.9991326160485	-28.073180824074797	253.5422219218061	1146.4916976764575	107.06824038428417	251.8342784051732	219.36324087839853	135.13366673673772	426.7599109064424	235.69303243658698
C3N-02155	248.04414725973464	194.30922230781417	170.98058820342328	59.59897709316455	119.0590626700662	173.91640484607817	175.23698013898988	113.83789606490939	267.53503293999705	123.65076800718228	140.6385050161338	418.48397255593244	-42.49731301844983	268.0035206277996	78.33458895876723	127.87788515529809	130.87478450827305	263.47694816750237	232.57812483761182	198.39017269955494	360.1750910108184	25.363630919124333	-8.450241160155983	218.48826268657336	396.3291770204296	850.3545970939365	-30.030492465111905	247.64506819190885	1096.5015235302956	112.14194365526122	277.6799513872532	212.37098442119876	131.30660219496235	419.04255743021247	236.92999659821407
C3N-02158	249.06527391195462	187.11128230313727	169.07817424022733	51.813490627685724	126.14862843652057	181.36156447381964	191.87771332045958	109.29309620355812	265.0508195807819	119.65317298692686	145.03757111031513	432.33571534835335	-15.814127077741276	267.9481842928879	75.94066046625325	123.02913380446424	132.12753596792672	278.84987600999574	230.1863744439594	207.3609183063518	353.55283629883587	27.57051366612643	-7.012264246231254	219.66266241484385	404.40717978016016	879.3806191044002	-38.93927008773859	244.9358215515121	1158.5106775409922	118.0402878325765	229.18374778855122	206.47953565365341	133.69264213415914	423.3946230214706	233.52058135476443
